Date,ADR_Close,USD_TWD,TWS_Close,ADR_TWD,Premium
2015-12-31,17.522499084472656,31.988000869750977,143.0,112.1019431908644,-21.607032733661256
2016-01-04,17.014156341552734,32.058998107910156,139.5,109.09136119230534,-21.798307389028427
2016-01-05,16.906326293945312,32.4640007019043,138.0,109.76939773465274,-20.456958163295113
2016-01-06,16.436485290527344,32.24599838256836,135.5,106.00217561869067,-21.76961208952718
2016-01-07,16.251644134521484,33.44200134277344,133.0,108.69750099378871,-18.272555643767884
2016-01-08,16.02827262878418,32.23400115966797,134.0,103.33107170074072,-22.88725992482036
2016-01-11,16.120698928833008,32.20100021362305,133.0,103.8205259302209,-21.939454187803843
2016-01-12,15.982063293457031,32.558998107910156,133.0,104.07199370643357,-21.75038067185445
2016-01-13,15.77409839630127,33.650001525878906,133.5,106.15968702098034,-20.479635190276902
2016-01-14,16.806194305419922,33.612998962402344,131.5,112.9813183500024,-14.082647642583723
2016-01-15,16.251644134521484,33.72800064086914,137.0,109.62709275686356,-19.980224265063097
2016-01-19,16.682964324951172,32.64500045776367,138.0,108.9230756049772,-21.0702350688571
2016-01-20,16.243932723999023,32.444000244140625,134.5,105.40363145264564,-21.632987767549704
2016-01-21,16.428783416748047,32.91600036621094,135.0,108.15396819241577,-19.88594948709943
2016-01-22,16.890918731689453,32.94599914550781,138.5,111.29763882021652,-19.640693992623447
2016-01-25,16.7830867767334,32.641998291015625,139.5,109.56669797681971,-21.457564174322783
2016-01-26,16.629043579101562,32.47800064086914,137.5,108.01561760382029,-21.443187197221615
2016-01-27,16.698366165161133,32.45100021362305,139.5,108.37573679855996,-22.311299785978523
2016-01-28,16.659854888916016,32.595001220703125,140.0,108.60559808819089,-22.424572794149366
2016-01-29,17.214418411254883,32.60599899291992,143.0,112.25866187621577,-21.497439247401562
2016-02-01,17.299135208129883,32.79899978637695,144.0,113.47886639919162,-21.195231667228043
2016-02-02,17.376155853271484,32.43000030517578,142.5,112.70174792487524,-20.911054087806857
2016-02-03,17.653440475463867,32.571998596191406,146.0,115.00156767695152,-21.23180296099211
2016-02-16,17.9769287109375,33.39899826049805,147.5,120.08228214913979,-18.588283288718788
2016-02-17,18.20799446105957,33.439998626708984,148.0,121.77506195459137,-17.719552733384212
2016-02-18,18.33123016357422,33.4900016784668,151.0,122.78258578929236,-18.687029278614332
2016-02-19,18.315826416015625,32.308998107910156,151.0,118.35320020397194,-21.620397215912625
2016-02-22,18.454465866088867,32.30799865722656,151.0,119.24537168428651,-21.029555175969193
2016-02-23,18.02313804626465,32.3380012512207,149.5,116.56645213820593,-22.029129004544522
2016-02-24,18.038549423217773,33.47200012207031,148.0,120.75726569918334,-18.407252905957204
2016-02-25,18.246503829956055,32.301998138427734,150.5,117.879706549611,-21.674613588298342
2016-02-26,18.30812644958496,32.31100082397461,149.0,118.3107777595942,-20.59679344993678
2016-03-01,18.9320011138916,32.39099884033203,152.0,122.64528522504551,-19.31231235194374
2016-03-02,18.962812423706055,32.22100067138672,153.0,122.20015836712264,-20.130615446325073
2016-03-03,18.916595458984375,33.356998443603516,154.0,126.20016905672382,-18.05183827485466
2016-03-04,18.985916137695312,31.791000366210938,152.5,120.71625337726437,-20.841801064088937
2016-03-07,19.024425506591797,31.76799964904785,152.0,120.87358856334905,-20.477902260954572
2016-03-08,18.985916137695312,32.994998931884766,152.0,125.28805653682211,-17.573647015248607
2016-03-09,19.05523681640625,31.908000946044922,153.0,121.60290287300013,-20.520978514378996
2016-03-10,19.05523681640625,33.20800018310547,154.5,126.55726153766736,-18.085914862351228
2016-03-11,19.525074005126953,33.071998596191406,155.0,129.14664401761837,-16.679584504762346
2016-03-14,19.424943923950195,31.68600082397461,156.0,123.0997578359893,-21.089898823083786
2016-03-15,19.163066864013672,31.798999786376953,154.5,121.8732718230196,-21.11762341552129
2016-03-16,19.85626220703125,32.90999984741211,156.0,130.69391724071465,-16.221847922618814
2016-03-17,19.848560333251953,31.60099983215332,158.5,125.446870351916,-20.85370955715079
2016-03-18,20.0565242767334,32.698001861572266,159.5,131.1616536274596,-17.766988321341948
2016-03-21,19.9717960357666,31.486000061035156,160.0,125.76639424022578,-21.396003599858894
2016-03-22,19.879369735717773,32.5359992980957,158.5,129.3590319535797,-18.385468799003345
2016-03-23,19.779239654541016,32.518001556396484,159.5,128.63626917414075,-19.350301458218965
2016-03-24,19.817750930786133,32.612998962402344,158.5,129.26325810857526,-18.445893937807412
2016-03-28,19.74073028564453,32.75699996948242,159.0,129.32942027288374,-18.660741966739792
2016-03-29,20.002605438232422,32.70899963378906,159.0,130.8530427907943,-17.702488810821205
2016-03-30,20.380016326904297,32.68299865722656,161.5,133.2160092492937,-17.513306966381602
2016-03-31,20.17975616455078,32.4119987487793,162.0,130.81324631121825,-19.251082523939356
2016-04-01,20.118141174316406,32.270999908447266,158.5,129.84650639889878,-18.07791394391244
2016-04-06,19.7330265045166,32.3650016784668,153.5,127.73188718798193,-16.787044177210475
2016-04-07,19.54047393798828,32.4119987487793,154.5,126.66916336572612,-18.013486494675647
2016-04-08,19.471158981323242,31.51099967956543,157.5,122.71113688424884,-22.088167057619778
2016-04-11,19.64830207824707,32.439998626708984,158.5,127.47817848709965,-19.572127137476556
2016-04-12,19.69451332092285,32.380001068115234,158.5,127.54167247349832,-19.532067840064148
2016-04-13,20.15665054321289,32.37099838256836,161.5,130.49818042646802,-19.196173110546113
2016-04-14,19.48655891418457,32.34199905395508,161.5,126.04685399347946,-21.952412387938413
2016-04-15,19.60979461669922,32.426998138427734,159.5,127.17735470613115,-20.264981375466363
2016-04-18,19.640605926513672,32.34000015258789,158.0,127.03543973207415,-19.59782295438345
2016-04-19,19.37872886657715,32.38999938964844,157.5,125.53540323211928,-20.294982074844903
2016-04-20,19.347919464111328,32.2599983215332,154.0,124.83276988747821,-18.93975981332584
2016-04-21,19.37872886657715,32.233001708984375,157.0,124.92692013486521,-20.428713289894773
2016-04-22,19.309410095214844,31.441999435424805,156.5,121.42529226242623,-22.411953825925735
2016-04-25,19.26319694519043,32.321998596191406,157.5,124.52500492412074,-20.93650481008207
2016-04-26,19.26319694519043,32.35200119018555,158.0,124.64059409951588,-21.113548038281095
2016-04-27,19.448049545288086,32.354000091552734,156.5,125.84443935375457,-19.588217665332543
2016-04-28,18.608505249023438,32.3380012512207,153.0,120.35237320525339,-21.338318166501058
2016-04-29,18.169483184814453,32.27199935913086,150.0,117.2731099392142,-21.817926707190537
2016-05-03,17.961524963378906,32.27399826049805,147.5,115.93804508479661,-21.397935535731104
2016-05-04,18.038549423217773,32.19599914550781,147.0,116.15382436322398,-20.983792950187773
2016-05-05,18.100160598754883,32.33599853515625,147.5,117.05735332148615,-20.6390824939077
2016-05-06,18.030845642089844,32.369998931884766,148.0,116.73169083508546,-21.12723592223955
2016-05-09,18.00004005432129,32.402000427246094,147.5,116.64746110611304,-20.91697552127929
2016-05-10,18.01543426513672,32.40800094604492,147.0,116.76884214159217,-20.565413509120965
2016-05-11,17.884502410888672,32.5260009765625,147.0,116.34226857637987,-20.85559960790485
2016-05-12,17.70734977722168,32.51900100708008,146.0,115.1650650476382,-21.11981846052179
2016-05-13,17.576412200927734,32.53099822998047,144.0,114.35564683955745,-20.586356361418435
2016-05-16,17.799774169921875,32.61600112915039,144.5,116.11149088495877,-19.646027069232687
2016-05-17,17.676542282104492,32.69499969482422,147.0,115.58690890379076,-21.369449725312407
2016-05-18,18.115568161010742,32.608001708984375,147.0,118.14249551069224,-19.630955434903242
2016-05-19,17.907608032226562,32.69499969482422,147.0,117.09784782973584,-20.341600115825965
2016-05-20,18.415958404541016,32.790000915527344,148.5,120.77185858904268,-18.67214909828776
2016-05-23,18.693233489990234,32.73400115966797,154.0,122.38086534785688,-20.53190561827475
2016-05-24,18.847274780273438,32.650001525878906,151.0,123.07271006691735,-18.49489399541897
2016-05-25,18.962812423706055,32.691001892089844,154.5,123.98266736454389,-19.7523188579004
2016-05-26,19.09375,32.6349983215332,155.0,124.62489984035491,-19.596838812674243
2016-05-27,19.101449966430664,32.56700134277344,156.5,124.41538934113342,-20.501348663812514
2016-05-31,19.039833068847656,32.650001525878906,156.5,124.33011575007113,-20.555836581424202
2016-07-01,21.200891494750977,32.2760009765625,166.0,136.85599891771562,-17.556627158002634
2016-07-05,20.985126495361328,32.19599914550781,164.0,135.12742294260534,-17.605229913045527
2016-07-06,20.89722442626953,32.257999420166016,161.5,134.82053068513633,-16.519795241401646
2016-07-07,21.025081634521484,32.38399887084961,164.5,136.17524398237293,-17.218696667250498
2016-07-11,21.736312866210938,31.422000885009766,170.0,136.59968842378584,-19.647242103655394
2016-07-12,21.552509307861328,32.207000732421875,171.0,138.82833661276382,-18.813838238149817
2016-07-13,21.488574981689453,32.20100021362305,168.5,138.3907215151674,-17.869008002868014
2016-07-14,21.664392471313477,32.18000030517578,169.0,139.43203126766312,-17.49583948658987
2016-07-15,21.58447265625,32.055999755859375,169.5,138.38237003982067,-18.35848375231819
